"Word","Part of speech","Affixation","Meaning","Example","English example","page"
"bayáw","verb","","","","","59"
"báyad","noun","","","","payment.","59"
"bayábas","noun","","","","guava.","59"
"báya’","verb","","","","","59"
"bawtisár","verb","","","","","59"
"báwi’","verb","","","","","59"
"báw’as","adjective","","","","","59"
"ba’úg","adjective","","","","","59"
"ba’ú","noun","","","","","59"
"land turtle.","verb","","","","","59"
"bátyag","noun","","","","","59"
"bátya’","noun","","","","","59"
"batúta","noun","","","","","59"
"bátun","verb","","","","","59"
"bátug","noun","","","","egg yolk.","59"
"bátuk","verb","/mag-, -un/; /-an/; /mag-, -an/","32 si ster-in-law, brother-in-law. /mag-, -un/ to pay, to settle an account, to spend. /-an/ to leave, to quit, to abandon. Ginbayá’an sa ng asáwa ang íya bána. The wife left the husband. /mag-, -an/ to baptize, to pour water on the head as in baptism. Nagbawtisár ang pári sa ng mangá báta.","Nagbawtisár ang pári sa ng mangá báta.","/mag-, -un/ to redeem, to take back, to","59"
"bigúti","noun","","","","","60"
"biktíma","noun","","","","victim.","60"
"Bikoláno","noun","","","","","60"
"Bíbliya","noun","","","","Bible.","60"
"bibíg","noun","","","","lip.","60"
"bíbi","noun","","","","duck.","60"
"beteráno","noun","","","","veteran.","60"
"bersíkulu","noun","","","","verse.","60"
"bérde","adjective","","","","green.","60"
"bentáha’","noun","","","","","60"
"bayú’ung","noun","","","","","60"
"báyu’","noun","","","","","60"
"bayú","verb","","","","","60"
"báylu","verb","","","","","60"
"baylíhan","noun","","","","dancehall.","60"
"báybay","noun","","","","","60"
"báyaw","verb","","33 moustache.","","language spoken principally in Albay, Camarines Sur, Catanduanes, Sorsogon, the southern half of Camarines Norte, and","60"
"in some to wns of Masbate.","numeral","/ika-/; /mag-, -un/; /mag-, -an/","twenty; /ika-/ twentieth. advantage, edge. bag made of woven palm leaves. dress, clothing, apparel. /mag-, -un/ to box, to maul, to pound. Nagbayú kamí sa ng humáy. We pounded some rice. /mag-, -an/ to exchange, to substitute, to swap. Ginbayluhán ku ang báyu’ sa ng sa pátus. I exchanged the dress for a pair of shoes.","Ginbayluhán ku ang báyu’ sa ng sa pátus.","/mag-, -un/ to elevate, to lift, to raise as a","60"
"bílug","noun","","","","","61"
"bilín","noun","","","","","61"
"bilín","verb","","","","","61"
"bílin","noun","","","","","61"
"bilíd","verb","","","","","61"
"bilíd","verb","","","","","61"
"bilí","noun","","","","","61"
"bilás","noun","","","","","61"
"bilás","verb","","","","","61"
"bilánggu","noun","","","","prisoner.","61"
"bílang","verb","","","","","61"
"bílang","verb","","","","","61"
"bílang","adjective","","","","","61"
"bíhag","noun","/na-/; /mag-, -un/; /mag-/","34 piece, part. /na-/ balance account, remainder, left over. /mag-, -un/ to enjoin, to leave behind. Ginbílin ku ang ákun líbro sa lamésa. I left my book on the table. request, last words. /mag-, -un/ to hold with the hands so as to inspect closely, especially clothes. Ginbilíd ku ang téla. I looked at the cloth closely. /mag-/ to be worth, to cost, to be the price of.","Nagbilí ang síngsing sa ng mahál.","The","61"
"bisán anú","pronoun","","","","anything.","62"
"bís’ak","verb","","","","","62"
"bírhen","noun","","","","","62"
"bíngkal","verb","","","","","62"
"bíngkal","verb","","","","","62"
"bingáw","adjective","","","","","62"
"bintána’","noun","","","","window.","62"
"bíno","noun","","","","wine.","62"
"bínhi’","noun","","","","","62"
"binágun","noun","","","","","62"
"binágbinág","verb","","","","","62"
"bilyéte","noun","","","","ticket.","62"
"bílyar","noun","","","","","62"
"bilúg","adjective","","","","35","62"
"adv anywhere, either.","conjunction","/mag-, -un/; /ma-/","even if, although, in spite of. Nagkádtu sya sa eskwelahán bisán malúya ang íya láwas. He went to school even though he is not feeling well. /mag-, -un/ of wood, to cleave, to split. Nagbís’ak si Juan sa ng galatúng. Juan split some firewood. virgin, Mary, the mother of Jesus Christ. /mag-, -un/ to break in a door, to force an entrance. Ginbíngkal ni Pédro ang bintána’.","Ginbíngkal ni Pédro ang bintána’.","/ma-/ of teeth, to lose a to oth, to knock out a to oth, to jag or notch accidentally.","62"
"bítbit","verb","","","","","63"
"bítay","verb","","","","","63"
"bitamína","noun","","","","","63"
"bítad","verb","","","","","63"
"bítad","verb","","","","","63"
"bísyu","noun","","","","","63"
"bísta","noun","","","","","63"
"bísta","verb","","","","","63"
"bisíta","noun","","","bísi","","63"
"presidénte","noun","","","","","63"
"presidénte","verb","","","","","63"
"bisikléta","noun","","","","bicycle.","63"
"bísi","noun","","","","","63"
"bisáya’","adjective","","","","","63"
"bisán sín’u","pronoun","/mag-, -un/","bisán pa 36 /mag-, -un/ to bring along, to carry. Nagbítbit akú sa ng báskit. I carried a basket. /mag-, -un/ to hang, to string up, to suspend. Ginbítay ang kriminál. The criminal was hanged. vitamin, nutrient. /mag-, -un/ to open, to unfold, to spread out so as to see closely.","Ginbítad ni María ang téla.","Maria spread out the cloth.","63"
"anybody, anyone.","adverb","","anyway, even though, in any case.","","B","63"
"bóto","noun","","","","vote.","64"
"botíka","noun","","","","","64"
"botélya","noun","","","","","64"
"bottle.","verb","","","","","64"
"bórda","noun","","","","","64"
"boradór","noun","","","","eraser.","64"
"bómbo","noun","","","","drum.","64"
"bombílya","noun","","","","","64"
"bombéro","noun","","","","fireman.","64"
"bómba","noun","","","","","64"
"bóla","noun","","","","","64"
"bodéga","noun","","","","","64"
"bokabuláryo","noun","","","","","64"
"blósa","noun","","","","","64"
"blósa","noun","","","","","64"
"blángko","adjective","","","","","64"
"bíya’","verb","","","","","64"
"bitú’un","noun","","","","star.","64"
"bitín","noun","","","","snake.","64"
"bitík","noun","/mag-, -an/","flea, tick. 37 /mag-, -an/ to vote, to cast a vote. medicine store, drug store. /mag-, -an/ to embroider. embroidery, design. electric bulb. bomb, hand pump for water. ball, round object. warehouse, storage, cellar. vocabulary.","","blouse, top.","64"
"búkbuk","noun","","","","weevil.","65"
"búkaw","noun","","","","","65"
"owl.","verb","","","","","65"
"bukás","adjective","","","","","65"
"bukás","verb","","","","","65"
"bukál","noun","","","","","65"
"búkad","verb","","","","","65"
"búkad","verb","","","","","65"
"búkad","adjective","","","","","65"
"buká’","noun","","","","","65"
"bubungán","noun","","","","roof.","65"
"bubún","noun","","","","well.","65"
"búbu","verb","","","","","65"
"bu’áya","noun","","","","","65"
"bu’áya","noun","","","","","65"
"bú’ang","adjective","/mag-, -un/; /mag-, -an/; /mag-/","38 /mag-, -un/ to crash, to grind, to make into powder. Ginbúkbuk ku ang ma’ís. I ground the corn. /mag-, -an/ to open, to unfold, to begin. Ginbúksan ku ang pwertáhan. I opened the door. opened, candid. /mag-/ to boil, to bubble. Nagbukál ang kán’un. The rice boiled.","Nagbukál ang kán’un.","/mag-, -un/ to open, to unfold, to bloom, to","65"
"bugál","noun","","","","","66"
"bugá","verb","","","","","66"
"bugá","verb","","","","","66"
"búdlay","adjective","","","","","66"
"búdlay","verb","","","","","66"
"búdhi’","noun","","","","","66"
"búkut","verb","","","","","66"
"bukúl","noun","","","","","66"
"búkud","adjective","","","","","66"
"búktut","noun","","","","","66"
"bukúbukú","noun","","","","","66"
"bukúbukú","verb","","","","","66"
"búku’","noun","","","","","66"
"bukú","noun","","","","","66"
"búkid","noun","/mag-, -un/; /ma-, -an/; /ma-/; /mag-, -an/","39 pride, haughtiness. /mag-, -un/ to belch forth, to spit out as a volcano. Ginbugá sa ng bolkán ang mangá bága. The volcano belched out lava. /ma-, -an/ to feel the difficulty, to tire. Nabudlayán akú sa ng trabáho. I found the job hard. /ma-/ difficult, hard. /mag-, -an/ to betray, to be faithless, to be disloyal.","Nagbúdhi’ sya sa íya ilúy.","She was disloyal to her mother.","66"
"búgtaw","verb","","","","","67"
"búgsuk","verb","","","","","67"
"búgsuk","verb","","","","","67"
"búgsay","noun","","","","oar.","67"
"búgras","verb","","","","","67"
"búgnu’","verb","","","","","67"
"búgnu’","verb","","","","","67"
"búgkus","noun","","","","","67"
"búgkus","verb","","","","","67"
"bugáy","noun","","","","","67"
"búg’at","adjective","","","","","67"
"bugás","noun","","","","","67"
"bugás","verb","","","","","67"
"bugás","adjective","","","","","67"
"bugána’","verb","/mag-, -un/; /mag-/","40 /mag-, -un/ to waken, to awake. /mag-, -un/ to erect by driving into the soil, to thrust through with force to make it stand. Ginbúgsuk nilá ang póste. They thrust the post into the soil. /mag-/ to row, to strike the water with an oar. /mag-, -un/ of string, to break off, to snap off. Ginbúgras ku ang kolíntas.","Ginbúgras ku ang kolíntas.","/mag-, -un/ to greet, to speak to, to","67"
"bulá’","noun","","","","","68"
"buhúk","noun","","","","","68"
"buhúk","verb","","","","","68"
"búhu’","noun","","","","","68"
"búhu’","verb","","","","","68"
"buhís","noun","","","","tax, levy.","68"
"búhin","verb","","","","","68"
"búhi’","verb","","","","","68"
"buhí’","adjective","","","","alive.","68"
"buháwi’","noun","","","","to rnado.","68"
"búhat","verb","","","","","68"
"buhahá’","adjective","","","","","68"
"búg’us","adjective","","","","","68"
"búg’us","noun","","","","only-child.","68"
"búgtung","adjective","","","","","68"
"búgtu’","verb","/mag-/; /mag-, -an/; /-an/","41 /mag-/ to bubble, to foam, to spume at the mouth. Nagbulá’ ang serbésa. The beer bubbled. bubble, froth, foam. hair on the head. /mag-, -an/ to bore or drill a hole. Ginbuhú’an ang díngding. The wall was bored through.","Ginbuhú’an ang díngding.","/-an/ to levy tax.","68"
"bolkán","noun","","","","volcano.","69"
"búlbug","verb","","","","","69"
"buláwan","noun","","","","","69"
"búlaw","verb","","","","","69"
"búlang","verb","","","búlanbulan","","69"
"búlan","noun","","","","","69"
"buláhan","adjective","","","","","69"
"buláhan","adjective","","","","","69"
"bulág","noun","","","","","69"
"búlag","verb","","","","","69"
"buladúr","noun","","","","kite.","69"
"bulád","verb","","","","","69"
"bulákwit","verb","","","","","69"
"bulákwit","verb","","","","","69"
"búlak","noun","/mag-, -un/; /mag-/","42 /mag-, -un/ to strike repeatedly, to beat against. Ginbúlbug si José sa ng mangá hubúg. Jose was beaten by drunk men. gold, raw gold metal. /mag-/ to oversleep, to wake up later than usual, to waken late in the day. /mag-, -un/ to participate in a cockfight.","Nagbúlang si Pédro.","Pedro went to a","69"
"cockfight.","adverb","/mag-, -an/; /mag-, -un/","monthly, every month. month, moon. for tunate, lucky. depravity in eyesight, blind. blind, beggar. /mag-, -an/ to divorce, to sever, to separate, to depart. Nagbúlag ang mag’asáwa. The couple separated. /mag-, -un/ to spread out, to dry in the sun. Nagbulád si Nena sa ng mangá báyu’. Nena dried some clothes (under the sun). /mag-, -un/ to snatch, to seize.","Ginbulákwit sa ng táwu ang maléta.","The man snatched","69"
"búnlaw","verb","","","","","70"
"búnlaw","verb","","","","","70"
"bunít","noun","","","","","70"
"búndul","adjective","","","","","70"
"bunáyag","adjective","","","","","70"
"bunáyag","verb","","","","","70"
"bunál","noun","","","","whip, lash.","70"
"bún’ag","verb","","","","","70"
"búnak","verb","","","","","70"
"búnak","verb","","","","","70"
"bulúng","noun","","","","","70"
"búltu","noun","","","","","70"
"bulíng","noun","","","","soot.","70"
"búlig","noun","","","","","70"
"bulídbulíd","verb","","","","","70"
"bulí’","noun","","","","","70"
"bulgár","adjective","/mag-, -an/; /mag-, -un/; /ma-/; /mag-, an/","43 /mag-, -an/ to rinse, to finish washing with clean water. /mag-, -un/ to hook, to fish, to ang le. fish hook, ang le. /ma-/ slow, tardy. cordial, gracious. /mag-, an/ to trash, to strike with a whip.","Ginbunálan si José.","Jose was whipped.","70"
"/mag-, -un/ to dry in the sun.","adjective","/mag-, -un/; /mag-, -an/; /mag-/","wet. Bunák ang tu’álya. The to wel is wet. /mag-, -un/ to wet, to dampen. Ginbúnak ku ang tu’álya. I wet the to wel. /mag-, -un/ to cure, to doctor. medicine, drug, cure. bulk, big bundle. bunch of banana fruits intact on the trunk, help; /mag-, -an/ to help, to assist, to aid. /mag-/ to crumble, to roll over and over down a slope. Nagbulídbulíd akú sa bánglid. I rolled down the hill.","Nagbulídbulíd akú sa bánglid.","vulgar, gaudy.","70"
"búnggu’","verb","","","","","71"
"búngkag","verb","","","","","71"
"bungát","verb","","","","","71"
"bungát","verb","","","","","71"
"búnga","noun","","","","","71"
"búnga","verb","","","","","71"
"búnyag","noun","","","","","71"
"baptism.","verb","","","","","71"
"bunút","noun","","","","","71"
"bunút","verb","","","","","71"
"búnuk","noun","","","","","71"
"bunú’","verb","","","","","71"
"búntul","verb","/mag-, -un/","44 /mag-, -un/ to bump against, to push against something with force. Nagbúnggu’ ang duhá ka áwtu. Two cars collided. /mag-, -un/ to demolish, to take apart, to destroy, to dismantle. Ginbúngkay nilá ang baláy. They took the house apart. /mag-, -un/ to speak out, to utter. /mag-, -un/ to bear fruit, to result in. Nagbúnga ang káhuy.","Nagbúnga ang káhuy.","fruit, consequence, result.","71"
"busisí’","adjective","","","","","72"
"búsdik","verb","","","","","72"
"búskad","verb","","","","","72"
"búsbus","verb","","","","","72"
"busáy","noun","","","","","72"
"busál","noun","","","","","72"
"bús’ak","verb","","","","","72"
"busá’ag","verb","","","","","72"
"bus","noun","","","","","72"
"búrhut","verb","","","","","72"
"burará’","adjective","","","","","72"
"búngut","noun","","","","","72"
"bungúl","noun","","","","deaf.","72"
"búngtud","noun","","","","","72"
"búngtud","verb","","","","","72"
"búnghay","noun","/ma-/; /mag-/; /mag-, -an/; /mag-, -un/","45 /ma-/ scrupulous, meticulous. /mag-/ to split or burst open. Nagbúsdik ang lóbo. The balloon burst. /mag-/ to spread open as in a flower, to unfold. Nagbúskad ang búlak. The flower opened into fullness. /mag-, -an/ to cut open, to perform a Caesarian operation. waterfall, spring.","Nagbúskad ang búlak.","/mag-, -un/ to chop wood, to chop wood for","72"
